Time,PlayerFish,TotalFish,Self,Cross,Score,Temp
0,1,5,0 (0%),0 (0%),20,30
1,1,11,0 (0%),0 (0%),9,30
2,1,12,0 (0%),0 (0%),8,30
3,1,12,0 (0%),0 (0%),8,30
4,1,12,0 (0%),0 (0%),8,30
5,1,12,0 (0%),0 (0%),8,30
6,1,14,0 (0%),0 (0%),7,30
7,1,14,0 (0%),0 (0%),7,29
8,1,14,0 (0%),0 (0%),7,29
