Time,PlayerFish,TotalFish,Self,Cross,Score
197,6,21,8 (100%),0 (0%),29
198,6,20,8 (100%),0 (0%),30
199,6,19,8 (100%),0 (0%),32
200,5,18,8 (100%),0 (0%),28
201,5,18,8 (100%),0 (0%),28
202,5,17,8 (100%),0 (0%),29
203,5,17,8 (100%),0 (0%),29
204,5,17,8 (100%),0 (0%),29
205,5,17,8 (100%),0 (0%),29
206,5,20,8 (100%),0 (0%),25
207,5,21,8 (100%),0 (0%),24
208,5,20,8 (100%),0 (0%),25
209,5,19,8 (100%),0 (0%),26
210,5,19,8 (100%),0 (0%),26
211,5,21,8 (100%),0 (0%),24
212,5,21,8 (100%),0 (0%),24
213,5,21,8 (100%),0 (0%),24
214,5,21,8 (100%),0 (0%),24
215,9,22,8 (100%),0 (0%),41
216,9,20,8 (100%),0 (0%),45
217,9,20,8 (100%),0 (0%),45
218,8,20,8 (100%),0 (0%),40
219,11,21,9 (100%),0 (0%),52
220,11,22,9 (100%),0 (0%),50
221,11,22,9 (100%),0 (0%),50
222,9,17,9 (100%),0 (0%),53
223,8,18,9 (100%),0 (0%),44
224,8,18,9 (100%),0 (0%),44
225,8,18,9 (100%),0 (0%),44
226,8,16,9 (100%),0 (0%),50
227,8,16,9 (100%),0 (0%),50
228,11,19,9 (100%),0 (0%),58
229,10,18,9 (100%),0 (0%),56
230,13,20,9 (100%),0 (0%),65
231,13,20,9 (100%),0 (0%),65
232,17,22,9 (100%),0 (0%),77
233,14,22,9 (100%),0 (0%),64
234,11,20,9 (100%),0 (0%),55
235,9,18,9 (100%),0 (0%),50
236,9,18,9 (100%),0 (0%),50
237,9,18,9 (100%),0 (0%),50
238,9,21,9 (100%),0 (0%),43
