Time,PlayerFish,TotalFish,Self,Cross,Score,Temp
0,1,13,0 (0%),0 (0%),8,12
1,1,13,0 (0%),0 (0%),8,38
2,1,16,0 (0%),0 (0%),6,38
3,1,16,0 (0%),0 (0%),6,38
4,1,20,0 (0%),0 (0%),5,38
5,3,20,0 (0%),1 (100%),15,38
6,2,19,0 (0%),1 (100%),11,38
7,2,20,0 (0%),1 (100%),10,37
8,1,20,0 (0%),1 (100%),5,37
